"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"Medium"	"IsMasterProtein"	"Q9D483"	"DNA-directed RNA polymerase III subunit RPC3 [OS=Mus musculus]"	"0.029"	"1.608"	"2"	"1"	"1"	"1"	"533"	"60.7"	"7.58"	"0.00"	"1"	"RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf05645, Pf08221"	"74414"	"Polr3c"	"mmu:74414; Q8R0I2; Q9D483"	"ENSMUSG00000028099"	"Purine metabolism"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter; RNA Polymerase III Transcription Initiation From Type 2 Promoter; RNA Polymerase III Transcription Initiation From Type 3 Promoter"	"4"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q3TNU4"	"Putative uncharacterized protein ENSP00000382790 homolog [OS=Mus musculus]"	"0.029"	"1.608"	"1"	"1"	"2"	"1"	"584"	"66.6"	"9.89"	"0.00"	"1"	""	""	""	"Pf15090"	""	"Gm3414"	"Q3TNU4"	""	""	""	"0"	"0"	"0.062"	"0.047"	"1.696"	"2.358"	"-4.00"	"-4.41"	"0.76"	"1.24"	"3.21879936038272E-08"	"3.0598363842671E-08"	"0.122527399107727"	"0.0110928320422701"	"3.47004733553485E-07"	"3.11867939165685E-07"	"0.479852777953565"	"0.100740429941774"	"44.86"	"47.27"	"67.85"	"48.44"	"20.5332109538836"	"20.5009701803788"	"18.5954548578813"	"18.4678247575255"	"3593007.99716971"	"2039748.4180192"	"1627095.00145466"	"3870286.06221689"	"110313.523943834"	""	"232344.577308831"	""	""	"97489.6992718851"	""	"167090.752201114"	"489394.210959575"	"317116.769703585"	"286075.980110051"	"114888.986299496"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q9JKY0"	"CCR4-NOT transcription complex subunit 9 [OS=Mus musculus]"	"0.029"	"1.604"	"4"	"1"	"3"	"1"	"299"	"33.6"	"8.03"	"1.88"	"1"	"RNA metabolism OR transcription;other metabolic processes;signal transduction;other biological processes"	"nucleus;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf04078"	"58184"	"Cnot9"	"mmu:58184; Q9JKY0"	"ENSMUSG00000026174"	""	"Deadenylation of mRNA; TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"	"2"	"0"	"0.978"	"0.533"	"0.430"	"0.827"	"-0.03"	"-0.91"	"-1.22"	"-0.27"	"0.798353179891466"	"0.282897100066313"	"0.210628377406105"	"0.985822300862919"	"0.943165084562968"	"0.661134331969126"	"0.629340758043665"	"0.996035557196993"	"27.97"	"58.08"	"55.71"	"40.95"	"19.0772222030821"	"18.4793571192309"	"18.9259781827562"	"18.2438210669047"	"286780.648681017"	"505087.425163765"	"435823.025243119"	"365183.232007502"	""	"365684.90625"	"432544.52058955"	"351892.396738977"	"301888.734068413"	""	"136269.038021999"	""	""	"247913.911780923"	"113454.366818276"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"	"High"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"P42128"	"Forkhead box protein K1 [OS=Mus musculus]"	"0.029"	"1.603"	"2"	"1"	"3"	"1"	"719"	"74.9"	"9.17"	"0.00"	"1"	"RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00250, Pf00498"	"17425"	"Foxk1"	"mmu:17425; O35939; P42128; Q3UHI6; Q3UN67"	"ENSMUSG00000056493"	""	"UCH proteinases"	"1"	"0"	"0.448"	"0.489"	"0.947"	"0.857"	"-1.16"	"-1.03"	"-0.08"	"-0.22"	"0.161978641620456"	"0.23178490399984"	"0.691465067216111"	"0.942764200055533"	"0.516260007908017"	"0.61162296833083"	"0.914865140417496"	"0.990907232580838"	"43.08"	"38.07"	"37.60"	"50.16"	"17.9842932423655"	"18.0719446332859"	"17.6661658532167"	"17.7746469337163"	"213344.119369768"	""	"378905.362521478"	""	"117825.945571694"	"119807.18359375"	"105437.83493968"	"153795.221558932"	"106869.927478506"	"171791.79592886"	"181145.89016887"	"157748.251621792"	"96421.2264178645"	"188936.357173099"	"150688.704603684"	"89485.0650910354"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"Medium"	"IsMasterProtein"	"Q8BY46"	"Zinc finger protein 574 [OS=Mus musculus]"	"0.030"	"1.599"	"1"	"1"	"11"	"1"	"900"	"99.4"	"8.10"	"0.00"	"1"	"RNA metabolism OR transcription;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf00096, Pf12874, Pf13894, Pf13912"	"232976"	"Znf574"	"mmu:232976; Q3TDE5; Q3UNU1; Q8BKB5; Q8BY46"	"ENSMUSG00000045252"	""	""	"0"	"0"	"0.504"	"0.547"	"1.423"	"1.311"	"-0.99"	"-0.87"	"0.51"	"0.39"	"0.145818559195442"	"0.239986203458739"	"0.197185845855666"	"0.288722793544581"	"0.488762207673612"	"0.623023715836741"	"0.613900538086614"	"0.687548129323246"	"9.94"	"13.75"	"23.99"	"23.17"	"19.8630979977586"	"19.8221197196676"	"19.9130810847096"	"19.8735175258194"	"2794877.90829785"	"875888.762523478"	"977466.950856481"	"1003763.49066597"	"480917.103412352"	"493063.875"	"505636.889878397"	"510055.459488716"	"489802.263042093"	"569145.991576147"	"523291.337830293"	"590038.994890125"	"547088.339530592"	"768553.420947592"	"646269.344468445"	"880629.611038117"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q62084"	"Protein phosphatase 1 regulatory subunit 14B [OS=Mus musculus]"	"0.030"	"1.591"	"18"	"1"	"1"	"1"	"147"	"15.9"	"4.86"	"0.00"	"1"	"stress response;other biological processes"	"other cell component"	"enzyme regulator activity"	"Pf05361"	"18938"	"Ppp1r14b"	"mmu:18938; Q62084; Q640Q7"	"ENSMUSG00000056612"	"mRNA processing; Comprehensive IL-17A signaling"	""	"2"	"0"	"0.010"	"1.839"	"100.000"	"0.267"	"-6.64"	"0.88"	"6.64"	"-1.91"	"1E-17"	"0.452520450886403"	"1E-17"	"0.00498813133495735"	"1.11655844155844E-16"	"0.782762155769388"	"1.83174603174603E-16"	"0.0528038074752693"	""	"28.59"	""	"56.90"	""	"17.6622132005636"	""	"17.556432008389"	""	"88294.4496911572"	""	"133381.045269301"	""	""	""	""	"181305.54681951"	"181453.100917206"	"219707.987628648"	"185256.63718729"	"24177.1049263978"	"61985.1333386125"	"113817.176942278"	"45688.4045996034"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"Medium"	"IsMasterProtein"	"P54310-2"	"Isoform 2 of Hormone-sensitive lipase [OS=Mus musculus]"	"0.030"	"1.589"	"2"	"1"	"2"	"1"	"802"	"88.0"	"7.96"	"0.00"	"1"	""	""	""	""	""	"Lipe"	"P54310-2"	""	""	""	"0"	"0"	"1.276"	"3.611"	"0.707"	"0.631"	"0.35"	"1.85"	"-0.50"	"-0.66"	"0.868426263899301"	"0.102989411139998"	"0.837719814879185"	"0.480369070844077"	"0.964014094716669"	"0.393276611194245"	"0.958428648173235"	"0.823545438956394"	"18.37"	"8.14"	"63.60"	"87.74"	"17.9596849864554"	"18.9117910838317"	"18.3459422363831"	"19.1242738427022"	""	""	"156267.554957504"	""	"667865.636728435"	"177252.48828125"	"224187.489268718"	"174788.12178396"	""	"564302.194546904"	"595301.739475442"	"120159.830199156"	""	"124458.595935833"	""	"365667.427115435"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"High"	"n/a"	"Peak Found"	"1"	"Acetyl [N-Term]"
"False"	"Medium"	"IsMasterProtein"	"Q0P5X1"	"Leucine-rich repeat and IQ domain-containing protein 1 [OS=Mus musculus]"	"0.030"	"1.581"	"0"	"1"	"2"	"1"	"1673"	"191.7"	"5.66"	"0.00"	"1"	""	"other cell component"	"other molecular function"	"Pf00612, Pf13855"	"74978"	"Lrriq1"	"mmu:74978; Q0P5X1; Q3TYL6; Q9CUK8"	"ENSMUSG00000019892"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"P48760"	"Folylpolyglutamate synthase, mitochondrial [OS=Mus musculus]"	"0.030"	"1.577"	"2"	"1"	"1"	"1"	"587"	"64.9"	"8.16"	"0.00"	"1"	"cell cycle OR cell proliferation;other metabolic processes;developmental processes;other biological processes"	"other membranes;cytosol;mitochondrion;other cell component"	"other molecular function"	""	"14287"	"Fpgs"	"A2AK69; mmu:14287; P48760; Q3U0B4; Q99K38"	"ENSMUSG00000009566"	""	"Metabolism of folate and pterines"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q9DB25"	"Dolichyl-phosphate beta-glucosyltransferase [OS=Mus musculus]"	"0.030"	"1.569"	"2"	"1"	"1"	"1"	"324"	"36.8"	"8.60"	"0.00"	"1"	"protein metabolism;other metabolic processes;developmental processes"	"other membranes;ER/Golgi"	"other molecular function"	"Pf00535"	"66248"	"Alg5"	"mmu:66248; Q9DB25"	"ENSMUSG00000036632"	""	"Synthesis of dolichyl-phosphate-glucose"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"P15247"	"Interleukin-9 [OS=Mus musculus]"	"0.030"	"1.568"	"5"	"1"	"6"	"1"	"144"	"16.1"	"8.63"	"0.00"	"1"	"cell cycle OR cell proliferation;signal transduction;other biological processes"	"non-structural extracellular"	"signal transduction activity or receptor binding"	""	"16198"	"Il9"	"mmu:16198; P15247"	"ENSMUSG00000021538"	"IL-9 signaling pathway"	"Interleukin-9 signaling"	"2"	"0"	"0.575"	"0.827"	"1.434"	"1.048"	"-0.80"	"-0.27"	"0.52"	"0.07"	"0.0240799323909993"	"0.550595427345949"	"0.00707391216709663"	"0.85971221557981"	"0.135091170461087"	"0.831799265716396"	"0.0584484103162018"	"0.96829858223431"	"19.92"	"17.16"	"23.36"	"13.92"	"24.2919397472981"	"24.3305632291131"	"24.5771934546257"	"24.608963456858"	"16647509.8418989"	"20910407.5955607"	"21590900.4134232"	"18337750.3823694"	"11862556.7830437"	"11563027"	"8269691.80628392"	"12591008.7806397"	"18363906.0476825"	"15108128.2196196"	"15229568.67799"	"14508482.9838921"	"20970787.6037484"	"16797964.3587551"	"15508887.0633744"	"14397115.0559893"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q9D5R2"	"WD repeat-containing protein 20 [OS=Mus musculus]"	"0.030"	"1.565"	"2"	"1"	"3"	"1"	"567"	"62.7"	"8.48"	"5.16"	"1"	""	""	""	"Pf00400"	"70948"	"Wdr20"	"mmu:70948; Q80X67; Q9D5L0; Q9D5R2"	"ENSMUSG00000035560"	""	""	"0"	"0"	"0.738"	"0.922"	"0.270"	"0.233"	"-0.44"	"-0.12"	"-1.89"	"-2.10"	"0.184285186259687"	"0.767172983824727"	"4.88111773222499E-11"	"2.08499884024604E-13"	"0.566359924528208"	"0.937869521394485"	"8.40717889998156E-10"	"3.91050597700494E-12"	"13.06"	"8.25"	"185.70"	"177.65"	"22.9020225350846"	"22.943262332548"	"22.4080740365821"	"22.4658186414105"	""	""	""	"6544132.64665539"	"5272413.03574942"	"4421642"	""	""	""	"4904562.35832841"	"6389929.87132763"	"6034472.4260569"	"425473.490063659"	"3989127.10552214"	""	""	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q8R2S8"	"CD177 antigen [OS=Mus musculus]"	"0.030"	"1.563"	"1"	"1"	"1"	"1"	"817"	"87.0"	"5.67"	"0.00"	"1"	"cell adhesion;cell organization and biogenesis;stress response;other biological processes"	"plasma membrane;other membranes"	"signal transduction activity or receptor binding;other molecular function"	"Pf00021"	"68891"	"Cd177"	"mmu:68891; Q8R2S8"	"ENSMUSG00000052212"	""	"Cell surface interactions at the vascular wall; Neutrophil degranulation; Common Pathway of Fibrin Clot Formation"	"3"	"0"	"0.989"	"0.796"	"0.845"	"1.050"	"-0.02"	"-0.33"	"-0.24"	"0.07"	"0.661025984665645"	"0.522917710485568"	"0.834705118561411"	"0.739704635399864"	"0.912226469207526"	"0.82381806341553"	"0.958428648173235"	"0.929952894996332"	"32.80"	"18.47"	"27.89"	"12.41"	"21.3346960127117"	"21.0270960103335"	"21.5299858317675"	"21.265151648716"	"2096932.18921316"	"2133504.57640706"	"1823799.49026868"	"1728894.49112109"	"1221284.11918996"	"2346371.25"	"1664550.40085353"	"2169458.61031666"	"1978833.5790075"	"1486147.34439588"	"1343906.55694809"	"1574585.51620957"	"1603504.32111965"	"1608315.63969082"	""	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q3U481"	"Major facilitator superfamily domain-containing protein 12 [OS=Mus musculus]"	"0.030"	"1.556"	"3"	"1"	"3"	"1"	"476"	"51.5"	"7.81"	"0.00"	"1"	"other metabolic processes;transport;other biological processes"	"plasma membrane;other membranes;other cytoplasmic organelle;other cell component"	"transporter activity"	"Pf13347"	"73822"	"Mfsd12"	"mmu:73822; Q3U376; Q3U481"	"ENSMUSG00000034854"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	"Met-loss [N-Term]"
"False"	"Medium"	"IsMasterProtein"	"Q6R0H6"	"Protein ALEX [OS=Mus musculus]"	"0.030"	"1.553"	"1"	"1"	"1"	"1"	"725"	"79.0"	"11.27"	"0.00"	"1"	"cell adhesion;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;other molecular function"	""	"14683"	"Gnas"	"A6PW72; Q6R0H6; Q8BIR3"	"ENSMUSG00000027523"	"Estrogen signaling; G protein signaling pathways; Myometrial relaxation and contraction pathways; Calcium regulation in cardiac cells"	""	"4"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q9ERZ0"	"Hemogen [OS=Mus musculus]"	"0.031"	"1.547"	"3"	"1"	"1"	"1"	"503"	"55.0"	"4.89"	"0.00"	"1"	"other biological processes"	"nucleus"	""	""	"93966"	"Hemgn"	"B1AVH8; mmu:93966; Q3TAE6; Q80YT2; Q8CF29; Q9ERZ0"	"ENSMUSG00000028332"	""	""	"0"	"0"	"0.336"	"0.119"	"2.407"	"6.474"	"-1.57"	"-3.07"	"1.27"	"2.69"	"0.0745355841839555"	"0.00193911518081435"	"0.0140410814975365"	"5.6816276705618E-07"	"0.308457128770906"	"0.0161358739079842"	"0.0988012685863237"	"9.75487417468097E-06"	"7.48"	"11.29"	"26.69"	"16.04"	"19.1773425447377"	"18.7949052950496"	"19.5510405366983"	"19.2652265449622"	""	"876979.060282608"	"751196.852440999"	"713284.274299584"	"252630.18694274"	""	""	""	"86689.0527859437"	""	""	"101743.335050246"	"489850.656824869"	"607989.389146285"	"717450.801897859"	""	"n/a"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q76LS9"	"Ubiquitin carboxyl-terminal hydrolase MINDY-1 [OS=Mus musculus]"	"0.032"	"1.542"	"3"	"1"	"1"	"1"	"468"	"51.2"	"4.73"	"0.00"	"1"	"protein metabolism;other metabolic processes"	"nucleus"	"other molecular function"	"Pf04424"	"75007"	"Mindy1"	"mmu:75007; Q3TEF4; Q52KE4; Q566I9; Q6PES4; Q76LS9; Q80V14; Q8CB41; Q8CHR2"	"ENSMUSG00000038712"	""	""	"0"	"0"	"100.000"	"100.000"	"0.325"	"0.366"	"6.64"	"6.64"	"-1.62"	"-1.45"	"1E-17"	"1E-17"	"0.101745434807197"	"0.0605228889483083"	"1.11655844155844E-16"	"1.05351681957187E-16"	"0.423878093023485"	"0.337884688722207"	""	""	"20.51"	"6.28"	""	""	"16.05822093108"	"15.7383877301001"	""	""	""	""	"15013.3479276256"	"56251.41796875"	"60247.5577509978"	"72424.1567602956"	""	"49544.5335086569"	"53975.1905402026"	""	""	"19154.5753840944"	"18714.0013994585"	""	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"1"	"Acetyl [N-Term]"
"False"	"Medium"	"IsMasterProtein"	"Q9D071"	"MMS19 nucleotide excision repair protein homolog [OS=Mus musculus]"	"0.032"	"1.541"	"3"	"1"	"1"	"1"	"1031"	"113.0"	"6.21"	"0.00"	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"other molecular function"	"Pf12460, Pf14500"	"72199"	"Mms19"	"F8WHX3; mmu:72199; Q925N8; Q9CWX3; Q9D071"	"ENSMUSG00000025159"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q5XJE5"	"RNA polymerase-associated protein LEO1 [OS=Mus musculus]"	"0.032"	"1.538"	"1"	"1"	"1"	"1"	"667"	"75.6"	"4.46"	"0.00"	"1"	"cell-cell signaling;protein metabolism;RNA metabolism OR transcription;other metabolic processes;developmental processes;signal transduction;other biological processes"	"cytoskeleton;nucleus"	"other molecular function"	"Pf04004"	"235497"	"Leo1"	"E9QPK8; mmu:235497; Q5XJE5; Q640R1"	"ENSMUSG00000042487"	"Mechanisms associated with pluripotency"	"Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events; E3 ubiquitin ligases ubiquitinate target proteins; Formation of the beta-catenin:TCF transactivating complex"	"6"	"0"	"0.010"	"0.618"	"100.000"	"9.455"	"-6.64"	"-0.69"	"6.64"	"3.24"	"1E-17"	"0.408750791728574"	"1E-17"	"7.93058285708526E-09"	"1.11655844155844E-16"	"0.759864310730678"	"1.83174603174603E-16"	"1.41805396061146E-07"	""	"0.00"	""	"1.15"	""	"16.6502592513322"	""	"19.0751180879057"	""	""	""	"97285.6863681108"	""	""	""	""	"60127.6658930284"	""	""	""	""	"572936.513436466"	"564129.073652972"	""	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"Medium"	"IsMasterProtein"	"Q91ZU6"	"Dystonin [OS=Mus musculus]"	"0.032"	"1.534"	"0"	"1"	"7"	"1"	"7393"	"833.7"	"5.31"	"0.00"	"1"	"cell adhesion;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component"	"signal transduction activity or receptor binding;cytoskeletal activity;other molecular function"	"Pf00307, Pf00435, Pf00681, Pf02187, Pf13499, Pf17902, Pf18373"	"13518"	"Dst"	"E9PXE5; E9QL23; mmu:13518; Q1KP04; Q3I6J6; Q60824; Q60845; Q8K5D4; Q91ZU6; Q91ZU7; Q91ZU8; Q9WU50; S4R1U5"	"ENSMUSG00000026131"	"Alpha 6 beta 4 integrin signaling pathway"	"RND2 GTPase cycle; RHOU GTPase cycle; RND3 GTPase cycle; RND1 GTPase cycle; RHOV GTPase cycle; Type I hemidesmosome assembly"	"7"	"0"	"0.668"	"0.621"	"1.217"	"1.327"	"-0.58"	"-0.69"	"0.28"	"0.41"	"0.358072771592"	"0.341828315788794"	"0.3762109185054"	"0.285550820904779"	"0.757326114086648"	"0.725008721862395"	"0.787467161036106"	"0.685030295389006"	"27.57"	"23.42"	"23.54"	"15.25"	"19.5965786816502"	"19.473069865802"	"19.779159495969"	"19.6708986724401"	"2468121.16408259"	"780618.94328417"	"624284.262370203"	"691528.221266831"	"448770.25398218"	"436850.5625"	"536762.818252967"	"634613.772071394"	"485590.001376306"	"428122.00648839"	"390334.783721741"	"526150.469824704"	"539401.999147443"	"661805.839109791"	"621969.17062382"	"627164.221701676"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
